fecha,day_sem,id_operador,id_avion,num_vuelo,origen,destino,horasalidaf,salida_realf,tiempo_trans_vuelo,distancia_millas,hora_llegada_progf,delay2,bandera_delay,count,max,nvue_falt,ind_retraso1,ind_retraso2,ind_retraso3,efecto,sum_efectos_domino,tot_sum_domino,vuelos_afectados,year
2016-01-30,F:SABADO,WN,N209WN,2030,LAS,BWI,955,1001,265.0,2106.0,1720,6.0,B:RETRASO_MENOR10,2,3,1,1,0.0,0.0,SIN EFECTO,0.0,-1.0,0.0,2016
2016-01-30,F:SABADO,WN,N209WN,2030,BWI,FLL,1755,1751,170.0,925.0,2045,0.0,A:SIN RETRASO,3,3,0,0,1.0,1.0,SIN EFECTO,,,,2016
2016-01-31,G:DOMINGO,WN,N209WN,1547,FLL,MKE,1000,955,200.0,1243.0,1220,0.0,A:SIN RETRASO,1,5,4,0,0.0,,SIN EFECTO,,,,2016
2016-01-31,G:DOMINGO,WN,N209WN,1547,MKE,DEN,1255,1249,155.0,896.0,1430,0.0,A:SIN RETRASO,2,5,3,0,0.0,0.0,SIN EFECTO,,,,2016
2016-01-31,G:DOMINGO,WN,N209WN,1547,DEN,OKC,1510,1510,85.0,495.0,1735,0.0,A:SIN RETRASO,3,5,2,0,0.0,0.0,SIN EFECTO,,,,2016
2016-01-31,G:DOMINGO,WN,N209WN,1547,OKC,MDW,1805,1800,125.0,691.0,2010,0.0,A:SIN RETRASO,4,5,1,0,0.0,0.0,SIN EFECTO,,,,2016
2016-01-31,G:DOMINGO,WN,N209WN,450,MDW,CLT,2110,2105,105.0,584.0,2355,0.0,A:SIN RETRASO,5,5,0,0,0.0,0.0,SIN EFECTO,,,,2016
2016-02-01,A:LUNES,WN,N209WN,744,CLT,BWI,735,730,90.0,361.0,905,0.0,A:SIN RETRASO,1,2,1,0,0.0,,SIN EFECTO,,,,2016
2016-02-01,A:LUNES,WN,N209WN,1663,ATL,OKC,2115,2111,150.0,761.0,2245,0.0,A:SIN RETRASO,2,2,0,0,0.0,0.0,SIN EFECTO,,,,2016
2016-02-02,B:MARTES,WN,N209WN,588,DAL,MDW,1115,1123,125.0,793.0,1320,8.0,B:RETRASO_MENOR10,1,4,3,1,0.0,,SIN EFECTO,1.0,3.0,3.0,2016
2016-02-02,B:MARTES,WN,N209WN,588,MDW,OMA,1400,1442,90.0,423.0,1530,42.0,C:RETRASO_MENOR50,2,4,2,1,1.0,1.0,DOMINO,1.0,3.0,2.0,2016
2016-02-02,B:MARTES,WN,N209WN,527,OMA,MDW,1605,1708,85.0,423.0,1730,63.0,H:RETRASO_MAYOR60,3,4,1,1,1.0,1.0,DOMINO,1.0,3.0,1.0,2016
2016-02-02,B:MARTES,WN,N209WN,527,MDW,SDF,1810,1954,70.0,271.0,2020,104.0,H:RETRASO_MAYOR60,4,4,0,1,1.0,1.0,DOMINO,1.0,3.0,0.0,2016
2016-02-03,C:MIERCOLES,WN,N209WN,2202,SDF,MDW,710,705,80.0,271.0,730,0.0,A:SIN RETRASO,1,4,3,0,1.0,,SIN EFECTO,,,,2016
2016-02-03,C:MIERCOLES,WN,N209WN,2202,MDW,ABQ,835,833,190.0,1121.0,1045,0.0,A:SIN RETRASO,2,4,2,0,0.0,0.0,SIN EFECTO,,,,2016
2016-02-03,C:MIERCOLES,WN,N209WN,2202,ABQ,DEN,1115,1109,80.0,349.0,1235,0.0,A:SIN RETRASO,3,4,1,0,0.0,0.0,SIN EFECTO,,,,2016
2016-02-03,C:MIERCOLES,WN,N209WN,2202,DEN,IAD,1310,1310,190.0,1452.0,1820,0.0,A:SIN RETRASO,4,4,0,0,0.0,0.0,SIN EFECTO,,,,2016
2016-02-04,D:JUEVES,WN,N209WN,1705,IAD,SAN,700,656,345.0,2253.0,945,0.0,A:SIN RETRASO,1,4,3,0,0.0,,SIN EFECTO,,,,2016
2016-02-04,D:JUEVES,WN,N209WN,1705,SAN,PDX,1020,1018,155.0,933.0,1255,0.0,A:SIN RETRASO,2,4,2,0,0.0,0.0,SIN EFECTO,,,,2016
2016-02-04,D:JUEVES,WN,N209WN,1705,PDX,DEN,1330,1329,145.0,991.0,1655,0.0,A:SIN RETRASO,3,4,1,0,0.0,0.0,SIN EFECTO,,,,2016
2016-02-04,D:JUEVES,WN,N209WN,1705,DEN,PHL,1755,1754,200.0,1558.0,2315,0.0,A:SIN RETRASO,4,4,0,0,0.0,0.0,SIN EFECTO,,,,2016
2016-02-05,E:VIERNES,WN,N209WN,451,PHL,FLL,645,649,180.0,992.0,945,4.0,B:RETRASO_MENOR10,1,4,3,1,0.0,,SIN EFECTO,1.0,1.0,1.0,2016
2016-02-05,E:VIERNES,WN,N209WN,451,FLL,MCI,1020,1108,210.0,1242.0,1250,48.0,C:RETRASO_MENOR50,2,4,2,1,1.0,1.0,DOMINO,1.0,1.0,0.0,2016
2016-02-05,E:VIERNES,WN,N209WN,3673,MCI,ABQ,1530,1523,130.0,718.0,1640,0.0,A:SIN RETRASO,3,4,1,0,1.0,1.0,SIN EFECTO,,,,2016
2016-02-05,E:VIERNES,WN,N209WN,2193,ABQ,MDW,1710,1705,165.0,1121.0,2055,0.0,A:SIN RETRASO,4,4,0,0,0.0,0.0,SIN EFECTO,,,,2016
2016-02-06,F:SABADO,WN,N209WN,3233,MDW,DAL,615,613,145.0,793.0,840,0.0,A:SIN RETRASO,1,5,4,0,0.0,,SIN EFECTO,,,,2016
2016-02-06,F:SABADO,WN,N209WN,3170,DAL,TUL,915,910,55.0,237.0,1010,0.0,A:SIN RETRASO,2,5,3,0,0.0,0.0,SIN EFECTO,,,,2016
2016-02-06,F:SABADO,WN,N209WN,3170,TUL,MDW,1045,1045,100.0,583.0,1225,0.0,A:SIN RETRASO,3,5,2,0,0.0,0.0,SIN EFECTO,,,,2016
2016-02-06,F:SABADO,WN,N209WN,3170,MDW,LGA,1325,1322,120.0,725.0,1625,0.0,A:SIN RETRASO,4,5,1,0,0.0,0.0,SIN EFECTO,,,,2016
2016-02-06,F:SABADO,WN,N209WN,3170,LGA,HOU,1710,1705,280.0,1428.0,2050,0.0,A:SIN RETRASO,5,5,0,0,0.0,0.0,SIN EFECTO,,,,2016
2016-02-07,G:DOMINGO,WN,N209WN,1172,HOU,MDW,925,1121,145.0,937.0,1150,116.0,H:RETRASO_MAYOR60,1,2,1,1,0.0,,SIN EFECTO,1.0,1.0,1.0,2016
2016-02-07,G:DOMINGO,WN,N209WN,248,MDW,PHL,1500,1522,110.0,668.0,1750,22.0,C:RETRASO_MENOR30,2,2,0,1,1.0,1.0,DOMINO,1.0,1.0,0.0,2016
2016-02-08,A:LUNES,WN,N209WN,451,PHL,FLL,645,640,180.0,992.0,945,0.0,A:SIN RETRASO,1,5,4,0,1.0,,SIN EFECTO,,,,2016
2016-02-08,A:LUNES,WN,N209WN,451,FLL,MCI,1020,1016,210.0,1242.0,1250,0.0,A:SIN RETRASO,2,5,3,0,0.0,0.0,SIN EFECTO,,,,2016
2016-02-08,A:LUNES,WN,N209WN,451,MCI,LGA,1335,1447,165.0,1107.0,1720,72.0,H:RETRASO_MAYOR60,3,5,2,1,0.0,0.0,SIN EFECTO,1.0,2.0,2.0,2016
2016-02-08,A:LUNES,WN,N209WN,1533,LGA,STL,1755,1947,180.0,888.0,1955,112.0,H:RETRASO_MAYOR60,4,5,1,1,1.0,1.0,DOMINO,1.0,2.0,1.0,2016
2016-02-08,A:LUNES,WN,N209WN,2100,STL,LIT,2130,2158,65.0,296.0,2235,28.0,C:RETRASO_MENOR30,5,5,0,1,1.0,1.0,DOMINO,1.0,2.0,0.0,2016
2016-02-09,B:MARTES,WN,N209WN,2019,LIT,STL,625,622,75.0,296.0,740,0.0,A:SIN RETRASO,1,5,4,0,1.0,,SIN EFECTO,,,,2016
2016-02-09,B:MARTES,WN,N209WN,2019,STL,MKE,825,822,70.0,317.0,935,0.0,A:SIN RETRASO,2,5,3,0,0.0,0.0,SIN EFECTO,,,,2016
2016-02-09,B:MARTES,WN,N209WN,2019,MKE,ATL,1010,1012,125.0,669.0,1315,2.0,B:RETRASO_MENOR10,3,5,2,1,0.0,0.0,SIN EFECTO,1.0,2.0,2.0,2016
2016-02-09,B:MARTES,WN,N209WN,2019,ATL,LAX,1350,1422,315.0,1947.0,1605,32.0,C:RETRASO_MENOR40,4,5,1,1,1.0,1.0,DOMINO,1.0,2.0,1.0,2016
2016-02-09,B:MARTES,WN,N209WN,2038,LAX,MCI,1650,1657,185.0,1363.0,2155,7.0,B:RETRASO_MENOR10,5,5,0,1,1.0,1.0,DOMINO,1.0,2.0,0.0,2016
2016-02-10,C:MIERCOLES,WN,N209WN,2734,MCI,PHX,650,647,180.0,1044.0,850,0.0,A:SIN RETRASO,1,7,6,0,1.0,,SIN EFECTO,,,,2016
2016-02-10,C:MIERCOLES,WN,N209WN,1921,PHX,BUR,945,940,85.0,369.0,1010,0.0,A:SIN RETRASO,2,7,5,0,0.0,0.0,SIN EFECTO,,,,2016
2016-02-10,C:MIERCOLES,WN,N209WN,1922,BUR,PHX,1040,1036,85.0,369.0,1305,0.0,A:SIN RETRASO,3,7,4,0,0.0,0.0,SIN EFECTO,,,,2016
2016-02-10,C:MIERCOLES,WN,N209WN,1923,PHX,SNA,1340,1333,75.0,338.0,1355,0.0,A:SIN RETRASO,4,7,3,0,0.0,0.0,SIN EFECTO,,,,2016
2016-02-10,C:MIERCOLES,WN,N209WN,1923,SNA,SEA,1430,1428,170.0,978.0,1720,0.0,A:SIN RETRASO,5,7,2,0,0.0,0.0,SIN EFECTO,,,,2016
2016-02-10,C:MIERCOLES,WN,N209WN,1924,SEA,OAK,1755,1752,120.0,672.0,1955,0.0,A:SIN RETRASO,6,7,1,0,0.0,0.0,SIN EFECTO,,,,2016
2016-02-10,C:MIERCOLES,WN,N209WN,1924,OAK,LAX,2100,2102,75.0,337.0,2215,2.0,B:RETRASO_MENOR10,7,7,0,1,0.0,0.0,SIN EFECTO,0.0,-1.0,0.0,2016
2016-02-11,D:JUEVES,WN,N209WN,2928,LAX,DEN,600,555,145.0,862.0,925,0.0,A:SIN RETRASO,1,6,5,0,1.0,,SIN EFECTO,,,,2016
2016-02-11,D:JUEVES,WN,N209WN,2928,DEN,OMA,1010,1006,85.0,472.0,1235,0.0,A:SIN RETRASO,2,6,4,0,0.0,0.0,SIN EFECTO,,,,2016
2016-02-11,D:JUEVES,WN,N209WN,1335,OMA,DEN,1305,1305,100.0,472.0,1345,0.0,A:SIN RETRASO,3,6,3,0,0.0,0.0,SIN EFECTO,,,,2016
2016-02-11,D:JUEVES,WN,N209WN,1335,DEN,SLC,1420,1418,85.0,391.0,1545,0.0,A:SIN RETRASO,4,6,2,0,0.0,0.0,SIN EFECTO,,,,2016
2016-02-11,D:JUEVES,WN,N209WN,1335,SLC,MDW,1620,1634,185.0,1259.0,2025,14.0,C:RETRASO_MENOR20,5,6,1,1,0.0,0.0,SIN EFECTO,0.0,-1.0,0.0,2016
2016-02-11,D:JUEVES,WN,N209WN,1335,MDW,RDU,2130,2127,110.0,632.0,20,0.0,A:SIN RETRASO,6,6,0,0,1.0,1.0,SIN EFECTO,,,,2016
2016-02-12,E:VIERNES,WN,N209WN,2095,RDU,MCO,700,658,105.0,534.0,845,0.0,A:SIN RETRASO,1,5,4,0,0.0,,SIN EFECTO,,,,2016
2016-02-12,E:VIERNES,WN,N209WN,1385,MCO,IND,920,912,145.0,829.0,1145,0.0,A:SIN RETRASO,2,5,3,0,0.0,0.0,SIN EFECTO,,,,2016
2016-02-12,E:VIERNES,WN,N209WN,2097,IND,MCO,1220,1216,135.0,829.0,1435,0.0,A:SIN RETRASO,3,5,2,0,0.0,0.0,SIN EFECTO,,,,2016
2016-02-12,E:VIERNES,WN,N209WN,2098,MCO,DAY,1510,1505,140.0,808.0,1730,0.0,A:SIN RETRASO,4,5,1,0,0.0,0.0,SIN EFECTO,,,,2016
2016-02-12,E:VIERNES,WN,N209WN,2977,DAY,MCO,1805,1812,140.0,808.0,2025,7.0,B:RETRASO_MENOR10,5,5,0,1,0.0,0.0,SIN EFECTO,0.0,-1.0,0.0,2016
2016-02-13,F:SABADO,WN,N209WN,2587,MCO,SJU,740,738,160.0,1189.0,1120,0.0,A:SIN RETRASO,1,4,3,0,1.0,,SIN EFECTO,,,,2016
2016-02-13,F:SABADO,WN,N209WN,3129,SJU,FLL,1205,1157,175.0,1046.0,1400,0.0,A:SIN RETRASO,2,4,2,0,0.0,0.0,SIN EFECTO,,,,2016
2016-02-13,F:SABADO,WN,N209WN,3129,FLL,ISP,1445,1441,170.0,1092.0,1735,0.0,A:SIN RETRASO,3,4,1,0,0.0,0.0,SIN EFECTO,,,,2016
2016-02-13,F:SABADO,WN,N209WN,2596,ISP,MCO,1815,1812,175.0,971.0,2110,0.0,A:SIN RETRASO,4,4,0,0,0.0,0.0,SIN EFECTO,,,,2016
2016-02-14,G:DOMINGO,WN,N209WN,1738,MCO,BHM,915,912,95.0,479.0,950,0.0,A:SIN RETRASO,1,2,1,0,0.0,,SIN EFECTO,,,,2016
2016-02-14,G:DOMINGO,WN,N209WN,1738,BHM,MDW,1030,1029,110.0,570.0,1220,0.0,A:SIN RETRASO,2,2,0,0,0.0,0.0,SIN EFECTO,,,,2016
2016-02-15,A:LUNES,WN,N209WN,2764,MDW,BNA,545,543,90.0,395.0,715,0.0,A:SIN RETRASO,1,4,3,0,0.0,,SIN EFECTO,,,,2016
2016-02-15,A:LUNES,WN,N209WN,2764,BNA,SAT,755,817,155.0,822.0,1030,22.0,C:RETRASO_MENOR30,2,4,2,1,0.0,0.0,SIN EFECTO,1.0,1.0,1.0,2016
2016-02-15,A:LUNES,WN,N209WN,1817,SNA,PDX,1810,1812,145.0,859.0,2035,2.0,B:RETRASO_MENOR10,3,4,1,1,1.0,1.0,DOMINO,1.0,1.0,0.0,2016
2016-02-15,A:LUNES,WN,N209WN,1818,PDX,SJC,2110,2110,105.0,569.0,2255,0.0,A:SIN RETRASO,4,4,0,0,1.0,1.0,SIN EFECTO,,,,2016
2016-02-16,B:MARTES,WN,N209WN,2679,SJC,SAN,640,640,80.0,417.0,800,0.0,A:SIN RETRASO,1,5,4,0,0.0,,SIN EFECTO,,,,2016
2016-02-16,B:MARTES,WN,N209WN,2679,SAN,HOU,830,828,175.0,1313.0,1325,0.0,A:SIN RETRASO,2,5,3,0,0.0,0.0,SIN EFECTO,,,,2016
2016-02-16,B:MARTES,WN,N209WN,2679,HOU,MSY,1410,1408,60.0,302.0,1510,0.0,A:SIN RETRASO,3,5,2,0,0.0,0.0,SIN EFECTO,,,,2016
2016-02-16,B:MARTES,WN,N209WN,2679,MSY,OAK,1540,1540,300.0,1903.0,1840,0.0,A:SIN RETRASO,4,5,1,0,0.0,0.0,SIN EFECTO,,,,2016
2016-02-16,B:MARTES,WN,N209WN,2679,OAK,GEG,1930,1933,120.0,723.0,2130,3.0,B:RETRASO_MENOR10,5,5,0,1,0.0,0.0,SIN EFECTO,0.0,-1.0,0.0,2016
2016-02-17,C:MIERCOLES,WN,N209WN,532,GEG,BOI,640,637,65.0,287.0,845,0.0,A:SIN RETRASO,1,6,5,0,1.0,,SIN EFECTO,,,,2016
2016-02-17,C:MIERCOLES,WN,N209WN,532,BOI,OAK,915,911,105.0,512.0,1000,0.0,A:SIN RETRASO,2,6,4,0,0.0,0.0,SIN EFECTO,,,,2016
2016-02-17,C:MIERCOLES,WN,N209WN,532,OAK,SAN,1045,1041,85.0,446.0,1210,0.0,A:SIN RETRASO,3,6,3,0,0.0,0.0,SIN EFECTO,,,,2016
2016-02-17,C:MIERCOLES,WN,N209WN,532,SAN,DEN,1240,1233,135.0,853.0,1555,0.0,A:SIN RETRASO,4,6,2,0,0.0,0.0,SIN EFECTO,,,,2016
2016-02-17,C:MIERCOLES,WN,N209WN,534,DEN,LAX,1640,1641,145.0,862.0,1805,1.0,B:RETRASO_MENOR10,5,6,1,1,0.0,0.0,SIN EFECTO,1.0,1.0,1.0,2016
2016-02-17,C:MIERCOLES,WN,N209WN,535,LAX,MDW,1840,1908,230.0,1750.0,30,28.0,C:RETRASO_MENOR30,6,6,0,1,1.0,1.0,DOMINO,1.0,1.0,0.0,2016
2016-02-18,D:JUEVES,WN,N209WN,2570,MDW,ATL,1955,1955,115.0,591.0,2250,0.0,A:SIN RETRASO,1,1,0,0,1.0,,SIN EFECTO,,,,2016
2016-02-19,E:VIERNES,WN,N209WN,1208,ATL,DAL,640,639,145.0,721.0,805,0.0,A:SIN RETRASO,1,6,5,0,0.0,,SIN EFECTO,,,,2016
2016-02-19,E:VIERNES,WN,N209WN,1208,DAL,MKE,840,837,140.0,850.0,1100,0.0,A:SIN RETRASO,2,6,4,0,0.0,0.0,SIN EFECTO,,,,2016
2016-02-19,E:VIERNES,WN,N209WN,1208,MKE,DCA,1140,1139,110.0,634.0,1430,0.0,A:SIN RETRASO,3,6,3,0,0.0,0.0,SIN EFECTO,,,,2016
2016-02-19,E:VIERNES,WN,N209WN,1208,DCA,MCI,1510,1507,170.0,949.0,1700,0.0,A:SIN RETRASO,4,6,2,0,0.0,0.0,SIN EFECTO,,,,2016
2016-02-19,E:VIERNES,WN,N209WN,1208,MCI,OAK,1735,1732,225.0,1489.0,1920,0.0,A:SIN RETRASO,5,6,1,0,0.0,0.0,SIN EFECTO,,,,2016
2016-02-19,E:VIERNES,WN,N209WN,1208,OAK,LAS,2015,2011,85.0,407.0,2140,0.0,A:SIN RETRASO,6,6,0,0,0.0,0.0,SIN EFECTO,,,,2016
2016-02-20,F:SABADO,WN,N209WN,3744,LAS,TUS,850,845,70.0,365.0,1100,0.0,A:SIN RETRASO,1,6,5,0,0.0,,SIN EFECTO,,,,2016
2016-02-20,F:SABADO,WN,N209WN,3744,TUS,DEN,1130,1219,110.0,639.0,1320,49.0,C:RETRASO_MENOR50,2,6,4,1,0.0,0.0,SIN EFECTO,1.0,4.0,4.0,2016
2016-02-20,F:SABADO,WN,N209WN,2455,DEN,PHX,1355,1421,110.0,602.0,1545,26.0,C:RETRASO_MENOR30,3,6,3,1,1.0,1.0,DOMINO,1.0,4.0,3.0,2016
2016-02-20,F:SABADO,WN,N209WN,2455,PHX,SNA,1620,1645,75.0,338.0,1635,25.0,C:RETRASO_MENOR30,4,6,2,1,1.0,1.0,DOMINO,1.0,4.0,2.0,2016
2016-02-20,F:SABADO,WN,N209WN,2455,SNA,SFO,1705,1720,80.0,372.0,1825,15.0,C:RETRASO_MENOR20,5,6,1,1,1.0,1.0,DOMINO,1.0,4.0,1.0,2016
2016-02-20,F:SABADO,WN,N209WN,2487,SFO,SNA,1900,1910,85.0,372.0,2025,10.0,B:RETRASO_MENOR10,6,6,0,1,1.0,1.0,DOMINO,1.0,4.0,0.0,2016
2016-02-21,G:DOMINGO,WN,N209WN,2371,SAT,LAS,1955,1951,175.0,1069.0,2050,0.0,A:SIN RETRASO,1,2,1,0,1.0,,SIN EFECTO,,,,2016
2016-02-21,G:DOMINGO,WN,N209WN,2371,LAS,SNA,2125,2119,60.0,226.0,2225,0.0,A:SIN RETRASO,2,2,0,0,0.0,0.0,SIN EFECTO,,,,2016
2016-02-22,A:LUNES,WN,N209WN,2284,SNA,PHX,645,645,90.0,338.0,915,0.0,A:SIN RETRASO,1,7,6,0,0.0,,SIN EFECTO,,,,2016
2016-02-22,A:LUNES,WN,N209WN,2284,PHX,HOU,950,950,145.0,1020.0,1315,0.0,A:SIN RETRASO,2,7,5,0,0.0,0.0,SIN EFECTO,,,,2016
2016-02-22,A:LUNES,WN,N209WN,2823,HOU,PHX,1350,1350,175.0,1020.0,1545,0.0,A:SIN RETRASO,3,7,4,0,0.0,0.0,SIN EFECTO,,,,2016
2016-02-22,A:LUNES,WN,N209WN,2823,PHX,SNA,1620,1642,75.0,338.0,1635,22.0,C:RETRASO_MENOR30,4,7,3,1,0.0,0.0,SIN EFECTO,1.0,3.0,3.0,2016
2016-02-22,A:LUNES,WN,N209WN,2823,SNA,OAK,1705,1721,80.0,371.0,1825,16.0,C:RETRASO_MENOR20,5,7,2,1,1.0,1.0,DOMINO,1.0,3.0,2.0,2016
2016-02-22,A:LUNES,WN,N209WN,2287,OAK,BUR,1900,1913,65.0,325.0,2005,13.0,C:RETRASO_MENOR20,6,7,1,1,1.0,1.0,DOMINO,1.0,3.0,1.0,2016
2016-02-22,A:LUNES,WN,N209WN,1727,BUR,SMF,2030,2110,75.0,358.0,2145,40.0,C:RETRASO_MENOR40,7,7,0,1,1.0,1.0,DOMINO,1.0,3.0,0.0,2016
2016-02-23,B:MARTES,WN,N209WN,2372,SMF,PDX,655,653,95.0,479.0,830,0.0,A:SIN RETRASO,1,4,3,0,1.0,,SIN EFECTO,,,,2016
2016-02-23,B:MARTES,WN,N209WN,2372,PDX,MCI,905,904,195.0,1482.0,1420,0.0,A:SIN RETRASO,2,4,2,0,0.0,0.0,SIN EFECTO,,,,2016
2016-02-23,B:MARTES,WN,N209WN,2372,MCI,TPA,1455,1454,150.0,1048.0,1825,0.0,A:SIN RETRASO,3,4,1,0,0.0,0.0,SIN EFECTO,,,,2016
2016-02-23,B:MARTES,WN,N209WN,2372,TPA,SDF,1900,1906,130.0,727.0,2110,6.0,B:RETRASO_MENOR10,4,4,0,1,0.0,0.0,SIN EFECTO,0.0,-1.0,0.0,2016
2016-02-24,C:MIERCOLES,WN,N209WN,2202,SDF,MDW,710,707,80.0,271.0,730,0.0,A:SIN RETRASO,1,6,5,0,1.0,,SIN EFECTO,,,,2016
2016-02-24,C:MIERCOLES,WN,N209WN,2202,MDW,ABQ,835,831,190.0,1121.0,1045,0.0,A:SIN RETRASO,2,6,4,0,0.0,0.0,SIN EFECTO,,,,2016
2016-02-24,C:MIERCOLES,WN,N209WN,2202,ABQ,DEN,1115,1110,80.0,349.0,1235,0.0,A:SIN RETRASO,3,6,3,0,0.0,0.0,SIN EFECTO,,,,2016
2016-02-24,C:MIERCOLES,WN,N209WN,2202,DEN,IAD,1310,1304,190.0,1452.0,1820,0.0,A:SIN RETRASO,4,6,2,0,0.0,0.0,SIN EFECTO,,,,2016
2016-02-24,C:MIERCOLES,WN,N209WN,2840,IAD,DEN,1855,1858,255.0,1452.0,2110,3.0,B:RETRASO_MENOR10,5,6,1,1,0.0,0.0,SIN EFECTO,0.0,-1.0,0.0,2016
2016-02-24,C:MIERCOLES,WN,N209WN,2840,DEN,ONT,2150,2149,150.0,819.0,2320,0.0,A:SIN RETRASO,6,6,0,0,1.0,1.0,SIN EFECTO,,,,2016
2016-02-25,D:JUEVES,WN,N209WN,2334,ONT,SJC,620,614,75.0,333.0,735,0.0,A:SIN RETRASO,1,8,7,0,0.0,,SIN EFECTO,,,,2016
2016-02-25,D:JUEVES,WN,N209WN,2335,SJC,LAX,805,803,70.0,308.0,915,0.0,A:SIN RETRASO,2,8,6,0,0.0,0.0,SIN EFECTO,,,,2016
2016-02-25,D:JUEVES,WN,N209WN,2336,LAX,OAK,950,949,75.0,337.0,1105,0.0,A:SIN RETRASO,3,8,5,0,0.0,0.0,SIN EFECTO,,,,2016
2016-02-25,D:JUEVES,WN,N209WN,2735,OAK,LAX,1140,1141,80.0,337.0,1300,1.0,B:RETRASO_MENOR10,4,8,4,1,0.0,0.0,SIN EFECTO,0.0,-1.0,0.0,2016
2016-02-25,D:JUEVES,WN,N209WN,2735,LAX,ELP,1340,1338,110.0,715.0,1630,0.0,A:SIN RETRASO,5,8,3,0,1.0,1.0,SIN EFECTO,,,,2016
2016-02-25,D:JUEVES,WN,N209WN,1284,ELP,PHX,1705,1659,75.0,347.0,1820,0.0,A:SIN RETRASO,6,8,2,0,0.0,0.0,SIN EFECTO,,,,2016
2016-02-25,D:JUEVES,WN,N209WN,1284,PHX,SJC,1855,1850,110.0,621.0,1945,0.0,A:SIN RETRASO,7,8,1,0,0.0,0.0,SIN EFECTO,,,,2016
2016-02-25,D:JUEVES,WN,N209WN,2339,SJC,LAX,2030,2032,75.0,308.0,2145,2.0,B:RETRASO_MENOR10,8,8,0,1,0.0,0.0,SIN EFECTO,0.0,-1.0,0.0,2016
2016-02-26,E:VIERNES,WN,N209WN,965,LAX,BWI,700,659,290.0,2329.0,1450,0.0,A:SIN RETRASO,1,4,3,0,1.0,,SIN EFECTO,,,,2016
2016-02-26,E:VIERNES,WN,N209WN,1823,BWI,JAX,1540,1537,125.0,663.0,1745,0.0,A:SIN RETRASO,2,4,2,0,0.0,0.0,SIN EFECTO,,,,2016
2016-02-26,E:VIERNES,WN,N209WN,1823,JAX,ATL,1825,1823,75.0,270.0,1940,0.0,A:SIN RETRASO,3,4,1,0,0.0,0.0,SIN EFECTO,,,,2016
2016-02-26,E:VIERNES,WN,N209WN,1823,ATL,RIC,2040,2040,90.0,481.0,2210,0.0,A:SIN RETRASO,4,4,0,0,0.0,0.0,SIN EFECTO,,,,2016
2016-02-27,F:SABADO,WN,N209WN,2642,RIC,MCO,720,718,135.0,667.0,935,0.0,A:SIN RETRASO,1,6,5,0,0.0,,SIN EFECTO,,,,2016
2016-02-27,F:SABADO,WN,N209WN,2642,MCO,ATL,1010,1017,90.0,404.0,1140,7.0,B:RETRASO_MENOR10,2,6,4,1,0.0,0.0,SIN EFECTO,0.0,-1.0,0.0,2016
2016-02-27,F:SABADO,WN,N209WN,3172,ATL,PHL,1240,1240,120.0,666.0,1440,0.0,A:SIN RETRASO,3,6,3,0,1.0,1.0,SIN EFECTO,,,,2016
2016-02-27,F:SABADO,WN,N209WN,3705,PHL,PBI,1510,1512,165.0,951.0,1755,2.0,B:RETRASO_MENOR10,4,6,2,1,0.0,0.0,SIN EFECTO,0.0,-1.0,0.0,2016
2016-02-27,F:SABADO,WN,N209WN,3705,PBI,ATL,1830,1825,115.0,545.0,2025,0.0,A:SIN RETRASO,5,6,1,0,1.0,1.0,SIN EFECTO,,,,2016
2016-02-27,F:SABADO,WN,N209WN,3705,ATL,PIT,2115,2110,105.0,526.0,2300,0.0,A:SIN RETRASO,6,6,0,0,0.0,0.0,SIN EFECTO,,,,2016
2016-02-28,G:DOMINGO,WN,N209WN,3174,PIT,BNA,730,727,120.0,462.0,830,0.0,A:SIN RETRASO,1,5,4,0,0.0,,SIN EFECTO,,,,2016
2016-02-28,G:DOMINGO,WN,N209WN,3174,BNA,STL,915,918,70.0,272.0,1025,3.0,B:RETRASO_MENOR10,2,5,3,1,0.0,0.0,SIN EFECTO,0.0,-1.0,0.0,2016
2016-02-28,G:DOMINGO,WN,N209WN,3174,STL,SNA,1110,1104,245.0,1569.0,1315,0.0,A:SIN RETRASO,3,5,2,0,1.0,1.0,SIN EFECTO,,,,2016
2016-02-28,G:DOMINGO,WN,N209WN,992,SNA,MDW,1400,1400,225.0,1731.0,1945,0.0,A:SIN RETRASO,4,5,1,0,0.0,0.0,SIN EFECTO,,,,2016
2016-02-28,G:DOMINGO,WN,N209WN,992,MDW,DCA,2025,2018,105.0,601.0,2310,0.0,A:SIN RETRASO,5,5,0,0,0.0,0.0,SIN EFECTO,,,,2016
2016-02-29,A:LUNES,WN,N209WN,2662,DCA,ATL,600,555,120.0,547.0,800,0.0,A:SIN RETRASO,1,7,6,0,0.0,,SIN EFECTO,,,,2016
2016-02-29,A:LUNES,WN,N209WN,149,ATL,LGA,835,834,130.0,762.0,1045,0.0,A:SIN RETRASO,2,7,5,0,0.0,0.0,SIN EFECTO,,,,2016
2016-02-29,A:LUNES,WN,N209WN,150,LGA,BNA,1145,1140,160.0,764.0,1325,0.0,A:SIN RETRASO,3,7,4,0,0.0,0.0,SIN EFECTO,,,,2016
2016-02-29,A:LUNES,WN,N209WN,150,BNA,LAX,1405,1403,285.0,1797.0,1650,0.0,A:SIN RETRASO,4,7,3,0,0.0,0.0,SIN EFECTO,,,,2016
